City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,queenstown,-31.8976,26.8753,14.09,87,1,0.87,ZA,1711837801
361,hacienda huancane,-15.8222,-70.8856,6.22,78,98,4.33,PE,1711837802
362,cradock,-32.1642,25.6192,20.7,48,2,1.67,ZA,1711837802
363,kodinar,20.7903,70.7031,23.4,59,1,5.81,IN,1711837802
364,tirthahalli,13.7,75.2333,19.35,95,6,0.74,IN,1711837802
365,tshikapa,-6.4167,20.8,23.78,90,100,0.36,CD,1711837720
366,bokovskaya,49.229,41.8306,11.59,84,80,1.98,RU,1711837802
367,sinabang,2.4803,96.3801,26.44,86,87,1.76,ID,1711837803
368,xining,36.6167,101.7667,7.0,34,89,0.48,CN,1711837666
369,saurimo,-9.6608,20.3916,19.35,96,98,1.43,AO,1711837803
370,kindu,-2.95,25.95,22.23,98,100,1.23,CD,1711837804
371,cidreira,-30.1811,-50.2056,22.82,87,0,4.2,BR,1711837804
372,collie,-33.3667,116.15,12.3,97,43,1.92,AU,1711837804
373,damasak,13.0977,12.4952,32.66,10,100,4.11,NG,1711837804
374,megion,61.0296,76.1136,-3.99,89,47,7.57,RU,1711837805
375,saint-junien,45.8833,0.9,10.32,94,79,3.39,FR,1711837805
376,menaka,15.9182,2.4022,33.7,12,81,4.36,ML,1711837805
377,danielskuil,-28.1887,23.5395,19.95,59,78,7.69,ZA,1711837805
378,flying fish cove,-10.4217,105.6791,25.82,88,100,4.12,CX,1711837805
379,qarqaraly,49.4058,75.4742,-4.68,81,100,6.04,KZ,1711837806
380,walvis bay,-22.9575,14.5053,14.49,91,1,2.74,NA,1711837806
381,raymondville,26.4815,-97.7831,28.06,63,53,8.31,US,1711837806
382,lerwick,60.1545,-1.1494,7.0,92,26,3.51,GB,1711837573
383,puerto aysen,-45.4,-72.7,7.53,97,88,2.08,CL,1711837520
384,ferkessedougou,9.6,-5.2,30.26,50,100,2.77,CI,1711837806
385,mariakani,-3.8633,39.4736,29.05,93,52,1.58,KE,1711837806
386,naze,28.3667,129.4833,15.51,78,80,2.41,JP,1711837806
387,banjarmasin,-3.3244,114.591,26.08,96,56,1.25,ID,1711837511
388,livramento do brumado,-13.6431,-41.8406,26.37,56,88,1.35,BR,1711837807
389,paramonga,-10.6667,-77.8333,23.63,82,99,3.66,PE,1711837807
390,acapulco de juarez,16.8634,-99.8901,27.9,69,0,5.66,MX,1711837780
391,villa gesell,-37.2639,-56.973,18.36,49,98,7.59,AR,1711837698
392,salalah,17.0151,54.0924,26.05,69,20,1.03,OM,1711837807
393,saint-philippe,-21.3585,55.7679,24.77,84,100,3.58,RE,1711837807
394,raver,21.25,76.0333,28.77,31,2,1.89,IN,1711837808
395,constantia,44.1833,28.65,10.39,85,3,4.92,RO,1711837808
396,tanjungagung,-3.9333,103.8,23.42,98,100,0.77,ID,1711837808
397,port isabel,26.0734,-97.2086,26.05,76,100,7.72,US,1711837560
398,selkirk,50.1436,-96.8845,1.72,76,99,2.24,CA,1711837808
399,conde,-7.2597,-34.9075,26.7,94,0,0.51,BR,1711837808
400,gazli,40.1333,63.45,8.97,31,4,4.49,UZ,1711837809
401,muisne,0.6,-80.0333,26.65,83,100,2.94,EC,1711837809
402,vernal,40.4555,-109.5287,8.84,60,100,1.79,US,1711837664
403,al marj,32.488,20.8317,17.06,41,48,6.27,LY,1711837809
404,questembert,47.6667,-2.4667,11.27,81,0,5.66,FR,1711837809
405,msanga,-6.05,36.0333,20.12,94,96,1.84,TZ,1711837809
406,turochak,52.2576,87.1224,0.09,95,99,1.49,RU,1711837810
407,ouargaye,11.5033,0.0572,35.53,14,98,0.77,BF,1711837810
408,jayapura,-2.5333,140.7,26.66,90,94,1.34,ID,1711837810
409,az zawr,29.4425,48.2747,23.34,66,83,6.38,KW,1711837810
410,sumberpucung,-8.1586,112.4829,23.7,96,92,1.34,ID,1711837810
411,bandarbeyla,9.4942,50.8122,27.2,68,56,3.8,SO,1711837810
412,ippy,6.2679,21.2247,27.33,33,29,0.72,CF,1711837811
413,kayangel,8.0823,134.7173,27.82,77,92,8.02,PW,1711837811
414,zapolyarnyy,69.4154,30.8136,-5.4,96,100,2.11,RU,1711837811
415,natal,-5.795,-35.2094,26.36,94,0,3.09,BR,1711837421
416,island harbour,50.724,-1.2758,9.4,89,98,3.58,GB,1711837811
417,hereford,52.0568,-2.7148,7.79,83,47,1.52,GB,1711837794
418,raghunathpur,23.55,86.6667,29.16,45,2,2.24,IN,1711837811
419,gaspe,48.8334,-64.4819,3.12,87,100,4.63,CA,1711837812
420,fray luis beltran,-39.3167,-65.7667,18.54,16,53,3.78,AR,1711837812
421,cromer,52.9312,1.2989,8.71,66,11,3.58,GB,1711837812
422,dwarka,22.2394,68.9678,23.88,71,0,4.52,IN,1711837812
423,celendin,-6.8703,-78.1517,19.29,77,100,1.92,PE,1711837812
424,ascension,30.2169,-90.9001,27.83,51,75,4.63,US,1711837812
425,bardai,11.65,7.2333,29.87,15,26,1.88,NG,1711837813
426,farafangana,-22.8167,47.8333,23.36,92,7,1.48,MG,1711837813
427,kuta,-8.7233,115.1723,26.97,88,20,1.54,ID,1711837813
428,penhalonga,-18.8911,32.6978,14.61,95,83,1.63,ZW,1711837813
429,hami,42.8,93.45,14.62,37,96,6.53,CN,1711837813
430,hauterive,46.0901,3.4459,7.22,80,51,4.27,FR,1711837814
431,general acha,-37.377,-64.6043,18.18,32,91,4.05,AR,1711837814
432,lazaro cardenas,17.9583,-102.2,28.39,52,37,5.42,MX,1711837814
433,kavaratti,10.5669,72.642,28.31,74,43,2.71,IN,1711837814
434,arraial do cabo,-22.9661,-42.0278,23.93,92,7,8.56,BR,1711837745
435,masaka,-0.3338,31.7341,18.88,92,100,1.48,UG,1711837815
436,la ronge,55.1001,-105.2842,-2.88,63,75,1.54,CA,1711837815
437,birao,10.2849,22.7882,28.61,11,100,3.55,CF,1711837815
438,tateyama,34.9833,139.8667,16.72,80,8,9.77,JP,1711837815
439,rio grande,-32.035,-52.0986,24.06,84,1,2.79,BR,1711837815
440,saint-pierre,-21.3393,55.4781,24.82,78,100,2.57,RE,1711837660
441,east concord,43.242,-71.5381,12.01,30,0,4.63,US,1711837815
442,mbeni,-11.5014,43.3775,25.32,75,83,2.47,KM,1711837816
443,patong,7.8961,98.2966,27.08,79,57,1.92,TH,1711837816
444,kyshtovka,56.555,76.6271,-1.48,91,100,4.92,RU,1711837816
445,kandira,41.0736,30.1746,10.1,65,81,2.5,TR,1711837816
446,tangalle,6.024,80.7911,25.08,90,32,2.63,LK,1711837816
447,arkhangel'sk,64.5401,40.5433,-1.94,64,75,2.0,RU,1711837817
448,mersa matruh,31.3525,27.2453,16.11,88,0,3.6,EG,1711837817
449,skovorodino,53.9833,123.9167,-14.94,81,97,2.91,RU,1711837590
450,palikir - national government center,6.9248,158.1611,29.41,79,100,5.14,FM,1711837817
451,meadow lakes,61.6247,-149.6011,4.5,74,100,5.66,US,1711837817
452,general conesa,-40.1,-64.4333,16.92,20,19,4.45,AR,1711837818
453,broome,42.2506,-75.833,10.36,55,100,0.45,US,1711837818
454,inongo,-1.95,18.2667,23.52,90,92,1.51,CD,1711837818
455,harstad,68.799,16.5293,-1.58,94,100,3.13,NO,1711837818
456,port moresby,-9.4431,147.1797,26.78,85,100,1.25,PG,1711837771
457,shiyan,32.6475,110.7781,15.31,66,0,1.02,CN,1711837818
458,garoowe,8.4054,48.4845,21.84,86,19,4.46,SO,1711837818
459,tarakan,3.3,117.6333,25.72,94,40,0.0,ID,1711837819
460,kurumkan,54.3,110.3,-13.26,71,92,1.79,RU,1711837819
461,harper,4.375,-7.7169,26.73,88,99,1.79,LR,1711837819
462,sungai penuh,-2.0833,101.3833,18.51,96,97,1.15,ID,1711837819
463,muroto-misakicho,33.2833,134.15,16.82,73,2,1.55,JP,1711837819
464,giengen an der brenz,48.6222,10.2431,10.77,75,94,3.18,DE,1711837819
465,waingapu,-9.6567,120.2641,26.41,80,16,1.92,ID,1711837820
466,andovoranto,-18.95,49.1,24.61,90,95,1.07,MG,1711837820
467,strezhevoy,60.7333,77.5889,-3.35,95,78,4.92,RU,1711837820
468,patterson,37.4716,-121.1297,18.34,55,75,2.86,US,1711837553
469,maracacume,-2.0428,-45.9592,24.44,98,100,1.03,BR,1711837820
470,porbandar,21.6422,69.6093,23.24,74,0,3.71,IN,1711837821
471,sake,-1.5736,29.045,18.83,95,100,0.95,CD,1711837821
472,badou,7.5833,0.6,26.55,77,73,1.73,TG,1711837821
473,rantauprapat,2.1,99.8333,23.07,98,100,0.94,ID,1711837821
474,ormara,25.2088,64.6357,24.82,31,12,4.41,PK,1711837821
475,aldinga beach,-35.2793,138.4604,24.49,51,0,2.55,AU,1711837596
476,sao joao da barra,-21.6403,-41.0511,24.05,94,98,2.62,BR,1711837822
477,beloyarskiy,63.7119,66.6722,-21.11,99,6,1.34,RU,1711837822
478,arawa,-6.2132,155.5367,28.79,84,99,0.46,PG,1711837822
479,ust'-ilimsk,58.0006,102.6619,-4.76,92,100,4.02,RU,1711837822
480,bamboo flat,11.7,92.7167,27.36,74,18,1.51,IN,1711837823
481,labrador city,52.9463,-66.9114,0.95,93,100,3.58,CA,1711837810
482,ribeira brava,32.65,-17.0667,19.84,81,82,8.6,PT,1711837823
483,kimberley,-28.7323,24.7623,19.83,68,18,3.6,ZA,1711837823
484,omachi,36.5,137.8667,10.62,76,80,0.8,JP,1711837824
485,boysun,38.2061,67.1986,2.74,81,23,1.21,UZ,1711837824
486,santa maria da vitoria,-13.3947,-44.1886,26.91,56,24,0.39,BR,1711837824
487,hilo,19.7297,-155.09,25.85,70,0,4.12,US,1711837658
488,dinguiraye,11.3,-10.7167,32.01,19,98,0.63,GN,1711837824
489,belogorsk,50.9158,128.4611,-4.87,80,100,7.45,RU,1711837824
490,ghat,24.9647,10.1728,24.46,8,22,2.37,LY,1711837825
491,progreso,21.2833,-89.6667,35.06,73,0,7.89,MX,1711837825
492,nova vicosa,-17.8919,-39.3719,26.27,87,64,3.29,BR,1711837825
493,praia,14.9215,-23.5087,22.3,73,75,8.75,CV,1711837650
494,plastun,44.7561,136.2939,1.97,51,4,4.77,RU,1711837825
495,salekhard,66.53,66.6019,-20.63,89,11,3.47,RU,1711837825
496,champerico,14.3,-91.9167,33.3,63,0,5.17,GT,1711837826
497,farasan,16.7022,42.1183,28.55,80,100,5.65,SA,1711837826
498,indre arna,60.4247,5.4764,7.12,85,100,1.68,NO,1711837826
499,canutama,-6.5339,-64.3831,24.49,95,100,0.5,BR,1711837826
500,san patricio,28.017,-97.5169,26.97,65,89,7.91,US,1711837826
501,mu'minobod,38.1085,70.0285,3.35,86,87,2.33,TJ,1711837827
502,kamina,-8.7386,24.9906,18.97,94,100,0.25,CD,1711837827
503,san pedro pochutla,15.7333,-96.4667,31.84,41,2,3.62,MX,1711837827
504,esquina,-30.0144,-59.5272,27.19,62,46,2.61,AR,1711837827
505,islamkot,24.6997,70.177,20.58,66,0,4.57,PK,1711837827
506,tsetserleg,47.475,101.4542,3.41,45,94,1.72,MN,1711837828
507,bembibre,42.6177,-6.4155,4.59,98,100,1.83,ES,1711837828
508,itoman,26.1247,127.6694,22.27,94,75,3.09,JP,1711837828
509,ati,13.2154,18.3353,30.6,11,100,4.64,TD,1711837829
510,bilajer,40.5681,50.0378,8.9,87,0,0.0,AZ,1711837829
511,zeya,53.75,127.2667,-9.17,86,100,2.64,RU,1711837829
512,ebaye,8.7748,167.7392,30.01,74,40,7.72,MH,1711837829
513,al mawsil al jadidah,36.3346,43.0978,16.09,55,4,1.5,IQ,1711837829
514,hofbieber,50.5863,9.8353,9.71,86,100,0.72,DE,1711837829
515,antofagasta,-23.65,-70.4,20.6,80,29,3.06,CL,1711837761
516,revelstoke,50.9832,-118.2023,10.01,37,75,5.66,CA,1711837537
517,pedernales,18.0384,-71.744,26.22,77,56,1.25,DO,1711837830
518,horsham,51.064,-0.3272,8.78,75,0,2.57,GB,1711837623
519,dalbandin,28.8947,64.4101,14.74,19,23,1.62,PK,1711837830
520,faya-largeau,17.9257,19.1043,30.02,10,69,5.82,TD,1711837830
521,sibolga,1.7427,98.7792,24.64,91,100,0.94,ID,1711837831
522,shanwei,22.782,115.3475,23.82,92,74,3.74,CN,1711837831
523,posse,-14.0931,-46.3694,23.97,79,88,0.37,BR,1711837831
524,bubaque,11.2833,-15.8333,25.42,76,45,9.73,GW,1711837831
525,camargo,27.6667,-105.1667,30.24,5,100,4.39,MX,1711837831
526,phan rang-thap cham,11.5667,108.9833,24.74,86,99,1.41,VN,1711837831
527,lima,-12.0432,-77.0282,23.14,73,20,5.66,PE,1711837545
528,cabedelo,-6.9811,-34.8339,27.37,83,100,2.27,BR,1711837832
529,villa ocampo,-28.4875,-59.3551,28.52,53,67,2.96,AR,1711837832
530,alesund,62.4723,6.1549,7.51,87,0,2.57,NO,1711837832
531,moab,38.5733,-109.5498,22.01,18,100,1.34,US,1711837624
532,margate,51.3813,1.3862,10.5,91,72,1.79,GB,1711837832
533,sidi akkacha,36.4647,1.3026,16.16,72,100,5.43,DZ,1711837832
534,vanino,49.0869,140.2543,1.63,70,100,4.49,RU,1711837833
535,alofi,-19.0595,-169.9187,30.94,74,20,3.6,NU,1711837833
536,lubango,-14.9172,13.4925,16.15,87,95,1.66,AO,1711837833
537,le port,-20.9373,55.2919,25.0,83,100,2.28,RE,1711837833
538,cabo san lucas,22.8909,-109.9124,26.77,58,75,6.69,MX,1711837313
539,camana,-16.6228,-72.7111,22.8,81,64,2.46,PE,1711837833
540,copala,16.65,-98.9833,30.02,52,5,4.85,MX,1711837833
541,hastings,50.8552,0.5729,10.51,81,95,4.67,GB,1711837581
542,vadso,70.0744,29.7487,-4.51,93,100,6.69,NO,1711837834
543,beyla,8.6833,-8.6333,25.34,71,86,1.37,GN,1711837834
544,dongguan,23.0489,113.7447,24.95,86,87,3.31,CN,1711837834
545,berdigestyakh,62.0989,126.6992,-22.58,100,100,1.58,RU,1711837834
546,morteros,-30.7116,-61.9986,32.23,45,100,3.19,AR,1711837834
547,franklin,39.9667,-83.0166,22.35,65,100,7.72,US,1711837781
548,noyabrsk,63.1994,75.4507,-12.25,91,100,9.93,RU,1711837835
549,nadi,-17.8,177.4167,26.0,89,75,3.09,FJ,1711837835
550,ulladulla,-35.35,150.4667,20.42,76,48,0.9,AU,1711837835
551,emerald,-23.5333,148.1667,24.08,66,91,3.58,AU,1711837740
552,khargapur,24.823,79.144,27.63,27,10,3.53,IN,1711837835
553,la passe,45.5549,-0.8967,10.55,88,69,4.5,FR,1711837835
554,bac lieu,9.285,105.7244,26.89,83,83,1.53,VN,1711837835
555,port saint john's,-31.6229,29.5448,21.45,82,18,6.92,ZA,1711837836
556,la'ie,21.6477,-157.9253,26.98,87,82,1.79,US,1711837836
557,egilsstadir,65.2653,-14.3948,-3.05,93,100,10.8,IS,1711837836
558,badger,64.8,-147.5333,7.14,38,0,3.6,US,1711837836
